order_id,customer_id,order_date,total_amount
504,126,2025-09-23,992.15
505,191,2025-03-19,562.44
506,330,2025-06-07,980.59
507,308,2026-01-23,664.71
508,426,2025-03-17,756.73
509,4,2025-08-22,716.96
510,413,2026-01-22,977.45
511,1,2025-08-24,963.71
512,336,2025-12-05,421.63
513,435,2026-02-02,347.96
514,63,2025-11-01,796.72
515,68,2025-07-25,688.99
516,64,2025-11-08,141.62
517,495,2025-08-23,66.03
518,48,2025-11-08,303.22
519,185,2025-04-22,600.09
520,224,2025-12-23,828.44
521,376,2025-07-21,185.29
522,221,2026-02-01,204.38
523,407,2025-03-29,179.27
524,415,2025-09-05,968.99
525,121,2025-05-03,210.86
526,19,2025-05-18,607.28
527,385,2025-11-07,562.79
528,273,2026-01-21,730.17
529,228,2025-06-21,454.12
530,132,2025-11-11,585.88
531,284,2025-07-28,478.48
532,260,2025-05-08,834.68
533,457,2025-08-29,901.43
534,26,2025-05-01,532.05
535,334,2025-10-28,20.47
536,291,2025-06-15,55.12
537,193,2025-09-18,388.05
538,445,2025-12-21,699.76
539,37,2026-02-12,392.77
540,152,2025-06-17,200.94
541,319,2026-02-26,799.33
542,349,2025-06-23,665.13
543,256,2025-08-12,574.99
544,20,2025-08-19,136.56
545,277,2025-12-03,345.04
546,188,2026-02-03,432.1
547,222,2025-06-29,440.83
548,288,2025-08-29,420.61
549,180,2025-10-12,523.7
550,348,2025-06-28,553.04
551,163,2026-03-02,583.6
552,454,2025-11-12,977.34
553,238,2025-04-12,106.28
554,326,2025-06-01,996.4
555,46,2025-08-15,499.46
556,431,2026-02-11,436.41
557,11,2025-03-14,867.13
558,210,2025-06-18,339.65
559,197,2025-07-17,864.12
560,264,2025-05-22,458.31
561,280,2025-12-11,322.32
562,326,2025-12-02,508.65
563,476,2025-10-13,776.44
564,477,2025-12-29,819.22
565,425,2026-01-25,472.94
566,36,2025-11-03,624.96
567,421,2025-09-18,119.24
568,383,2025-10-04,636.06
569,73,2025-05-18,178.58
570,400,2025-07-12,124.9
571,9,2025-07-18,979.1
572,87,2025-08-14,841.15
573,199,2025-05-27,118.64
574,454,2025-06-10,634.33
575,186,2025-06-15,186.41
576,207,2025-09-30,36.53
577,237,2025-06-19,985.11
578,186,2025-08-25,343.39
579,468,2025-07-05,302.37
580,54,2025-08-05,453.88
581,153,2025-05-01,107.04
582,14,2025-11-27,997.39
583,246,2025-06-06,785.23
584,88,2025-10-12,356.95
585,82,2025-04-11,425.01
586,60,2025-10-05,817.25
587,241,2025-08-27,235.55
588,184,2025-03-15,767.55
589,111,2025-05-13,125.16
590,124,2025-03-23,186.03
591,238,2025-04-17,464.33
592,462,2025-03-30,923.39
593,318,2026-01-06,165.56
594,44,2025-12-16,173.74
595,153,2025-06-04,316.99
596,316,2025-04-17,952.54
597,407,2026-02-17,297.15
598,358,2025-09-02,680.99
599,255,2025-07-17,358.65
600,344,2025-07-05,221.79
601,145,2026-03-04,897.93
602,439,2025-11-16,629.79
603,250,2025-11-02,31.11
604,457,2025-10-06,75.0
605,392,2026-01-16,536.05
606,72,2025-08-18,679.43
607,130,2025-08-16,787.97
608,47,2026-02-18,374.97
609,404,2025-12-28,901.79
610,38,2025-08-18,385.88
611,3,2026-02-26,967.6
612,195,2025-06-16,648.09
613,107,2025-11-16,547.92
614,209,2025-07-19,998.26
615,396,2025-07-30,20.77
616,170,2025-11-30,882.08
617,458,2026-02-27,385.31
618,412,2025-04-02,929.98
619,133,2025-10-01,654.78
620,239,2025-12-05,554.87
621,62,2025-03-24,823.6
622,158,2025-09-19,433.79
623,211,2025-12-06,922.28
624,412,2025-08-04,547.34
625,435,2025-05-11,182.88
626,75,2025-09-21,859.46
627,20,2025-11-28,194.2
628,159,2025-08-29,207.08
629,88,2025-03-20,702.01
630,141,2025-03-26,391.49
631,18,2026-02-27,159.91
632,402,2025-06-25,362.67
633,403,2025-08-27,388.07
634,407,2026-02-10,932.71
635,169,2025-10-18,613.03
636,341,2025-06-22,425.05
637,460,2025-05-26,724.59
638,361,2026-01-15,155.14
639,275,2025-11-20,201.4
640,403,2025-06-03,53.93
641,391,2025-09-02,527.02
642,175,2025-11-14,281.72
643,247,2025-12-31,92.51
644,387,2025-05-14,953.99
645,314,2025-05-04,831.29
646,11,2025-10-31,605.19
647,208,2025-10-07,939.72
648,22,2026-01-19,653.8
649,24,2025-04-29,586.57
650,331,2025-06-30,871.32
651,464,2026-02-12,813.57
652,323,2025-04-30,977.94
653,167,2025-11-03,790.45
654,465,2026-02-10,74.52
655,328,2025-06-11,953.3
656,109,2025-04-11,530.66
657,116,2025-11-14,770.29
658,197,2025-08-11,132.9
659,342,2025-08-20,29.22
660,44,2026-01-27,811.25
661,300,2025-09-04,330.29
662,471,2025-09-29,168.96
663,47,2025-07-06,59.85
664,254,2025-06-15,975.18
665,470,2025-03-05,665.11
666,447,2026-02-18,418.99
667,2,2025-09-18,218.47
668,39,2026-01-17,848.8
669,34,2025-06-06,475.5
670,11,2025-05-12,289.96
671,37,2026-01-15,723.84
672,218,2025-10-24,229.77
673,356,2025-09-17,28.21
674,430,2025-11-05,188.82
675,387,2025-06-05,61.88
676,244,2025-08-22,401.81
677,111,2025-08-19,94.78
678,269,2025-06-09,818.85
679,315,2026-02-14,625.23
680,138,2025-06-26,673.8
681,9,2025-06-17,78.28
682,215,2025-09-22,356.64
683,89,2025-12-24,146.45
684,122,2025-08-02,379.48
685,446,2025-09-22,643.84
686,238,2025-04-03,649.54
687,354,2025-07-06,279.13
688,241,2025-09-02,364.21
689,8,2025-07-11,695.67
690,259,2025-12-23,95.34
691,208,2025-10-20,747.86
692,278,2025-07-03,217.46
693,254,2025-03-08,830.67
694,181,2025-04-06,121.28
695,413,2025-09-02,692.84
696,264,2025-10-21,674.27
697,75,2025-12-20,745.38
698,417,2025-12-30,889.88
699,114,2026-01-13,191.27
700,279,2025-10-25,624.91
701,417,2025-12-08,785.45
702,112,2026-02-28,266.62
703,266,2025-12-06,982.72
704,210,2025-03-13,435.51
705,18,2026-02-09,887.23
706,367,2025-09-23,628.49
707,44,2025-12-22,839.49
708,490,2026-02-26,875.43
709,240,2025-11-19,409.76
710,46,2025-07-03,111.55
711,309,2026-02-03,290.89
712,101,2025-04-05,309.95
713,2,2025-08-03,929.09
714,140,2025-06-11,645.86
715,315,2025-06-26,38.61
716,491,2025-04-17,849.95
717,498,2026-01-29,711.2
718,448,2026-01-01,937.01
719,74,2025-06-23,934.93
720,310,2025-03-10,909.98
721,371,2025-07-30,506.17
722,100,2026-02-15,221.93
723,437,2025-07-12,303.08
724,209,2025-03-19,958.12
725,286,2025-10-12,536.57
726,45,2025-06-21,854.42
727,288,2025-09-25,570.66
728,481,2025-07-16,722.16
729,104,2025-09-08,868.35
730,11,2025-04-30,388.18
731,337,2025-05-16,161.5
732,179,2025-10-01,143.2
733,266,2026-03-03,345.63
734,358,2025-07-29,677.98
735,498,2026-01-25,49.93
736,93,2025-08-20,294.3
737,186,2025-06-16,933.96
738,138,2025-11-08,614.03
739,351,2025-03-16,38.09
740,350,2025-12-23,637.12
741,108,2025-12-12,256.26
742,170,2025-08-28,232.74
743,277,2025-03-11,995.12
744,216,2025-11-17,643.43
745,295,2025-10-18,315.04
746,449,2025-06-23,729.78
747,405,2025-11-22,900.3
748,74,2025-12-29,568.81
749,171,2025-06-29,669.26
750,318,2025-08-02,957.89
751,27,2025-04-19,250.18
752,148,2025-08-24,789.96
753,444,2025-09-09,173.98
754,145,2026-01-04,836.23
755,166,2025-12-26,129.75
756,174,2025-10-17,420.48
757,175,2025-06-18,424.6
758,256,2025-09-22,72.5
759,188,2026-01-17,66.25
760,494,2025-04-08,207.65
761,376,2025-10-26,100.13
762,348,2025-09-02,975.94
763,118,2026-01-29,932.27
764,203,2025-04-01,215.01
765,312,2025-04-27,579.17
766,3,2025-08-03,318.43
767,34,2025-05-10,860.37
768,30,2025-11-13,20.28
769,463,2026-01-15,696.87
770,417,2025-08-23,29.25
771,272,2025-08-30,492.96
772,196,2025-06-24,841.18
773,387,2025-06-02,399.92
774,393,2025-07-08,637.96
775,477,2025-05-15,337.73
776,92,2025-06-27,522.49
777,198,2026-02-25,200.95
778,192,2025-04-19,49.44
779,335,2025-07-09,246.21
780,118,2025-07-21,97.43
781,26,2025-04-09,903.3
782,378,2026-01-23,424.07
783,238,2025-09-20,953.3
784,147,2025-09-16,491.73
785,424,2025-07-20,21.85
786,177,2025-05-25,685.68
787,443,2025-08-26,783.97
788,145,2026-01-21,640.04
789,9,2025-05-12,506.33
790,2,2025-05-15,855.27
791,48,2025-12-30,986.3
792,41,2025-06-16,813.24
793,458,2025-12-24,885.41
794,227,2025-05-01,323.54
795,121,2025-10-18,637.09
796,487,2025-11-18,909.45
797,475,2025-07-02,952.7
798,408,2025-11-22,202.69
799,173,2025-04-03,887.17
800,447,2025-09-13,684.15
801,107,2025-04-19,923.62
802,365,2026-01-03,211.63
803,183,2026-02-25,943.33
804,434,2025-10-26,424.87
805,128,2025-07-18,95.38
806,440,2026-01-26,679.31
807,217,2025-04-23,456.03
808,365,2025-12-16,103.7
809,491,2025-08-07,434.14
810,464,2025-12-21,954.1
811,159,2025-11-26,629.31
812,126,2025-07-15,671.51
813,416,2026-02-22,821.66
814,442,2025-08-29,637.7
815,291,2025-04-24,972.72
816,345,2025-06-05,307.88
817,490,2025-09-23,253.65
818,145,2025-04-15,82.95
819,144,2025-10-27,128.09
820,225,2026-01-28,271.41
821,80,2025-07-27,191.47
822,80,2026-01-01,230.91
823,432,2025-06-17,913.08
824,118,2025-05-28,781.83
825,67,2025-05-24,334.89
826,375,2025-05-14,871.55
827,131,2025-04-11,558.21
828,173,2025-11-05,834.55
829,93,2025-10-05,75.07
830,112,2025-09-24,965.47
831,453,2025-12-14,397.98
832,268,2025-06-13,100.06
833,367,2026-01-10,116.35
834,92,2025-08-23,219.68
835,56,2025-04-07,503.85
836,193,2025-12-28,410.11
837,406,2025-06-03,989.56
838,377,2025-06-11,103.08
839,295,2025-09-02,184.61
840,236,2025-05-03,700.92
841,392,2025-05-13,434.5
842,74,2025-04-01,968.03
843,179,2025-10-27,169.64
844,113,2025-12-27,696.9
845,426,2026-01-31,653.05
846,89,2025-04-06,667.41
847,305,2025-07-04,910.92
848,2,2025-04-16,726.18
849,111,2025-12-27,400.77
850,177,2025-06-01,303.8
851,146,2025-03-13,281.6
852,390,2026-02-07,965.63
853,457,2025-07-29,884.17
854,327,2025-09-01,47.93
855,367,2025-06-09,594.28
856,178,2025-06-26,787.5
857,292,2025-05-11,248.94
858,14,2025-04-27,50.3
859,109,2025-11-29,555.68
860,218,2025-12-27,227.14
861,186,2025-03-29,406.71
862,58,2025-11-07,329.45
863,18,2025-10-16,593.76
864,432,2025-04-10,872.09
865,396,2026-02-25,379.57
866,102,2026-01-22,935.05
867,432,2025-11-01,474.13
868,444,2025-10-24,720.05
869,303,2025-03-15,315.18
870,190,2025-06-16,76.62
871,372,2025-08-01,439.72
872,49,2025-12-21,247.44
873,57,2025-05-02,713.73
874,137,2025-12-25,536.71
875,376,2025-09-15,590.34
876,413,2025-03-05,898.65
877,283,2025-07-25,55.19
878,381,2025-04-05,731.29
879,68,2025-06-23,772.37
880,69,2025-06-09,173.17
881,492,2025-08-14,790.61
882,203,2025-08-14,913.6
883,456,2025-12-15,149.34
884,439,2026-02-07,947.66
885,174,2025-10-23,756.9
886,91,2025-09-16,719.54
887,401,2025-08-08,443.27
888,202,2025-06-02,364.02
889,44,2025-06-18,987.26
890,364,2026-01-17,236.31
891,47,2025-09-05,836.29
892,289,2025-07-09,343.6
893,71,2026-01-05,510.46
894,478,2025-05-23,644.45
895,341,2025-12-27,569.89
896,85,2025-08-08,711.66
897,222,2025-10-23,363.51
898,94,2025-04-25,842.07
899,286,2025-12-11,161.17
900,192,2025-07-15,89.01
901,423,2025-08-25,519.61
902,149,2025-07-28,943.47
903,233,2025-06-20,186.35
904,436,2025-05-24,412.85
905,189,2026-01-26,159.15
906,200,2025-05-09,413.27
907,459,2025-07-31,168.09
908,157,2026-02-03,661.11
909,54,2025-04-15,330.75
910,70,2025-05-03,712.61
911,334,2025-09-01,588.97
912,373,2025-08-30,350.36
913,297,2026-01-11,34.51
914,318,2025-04-07,172.11
915,353,2026-01-10,392.29
916,286,2025-07-19,350.06
917,301,2026-02-05,590.02
918,153,2026-02-23,332.09
919,416,2025-05-06,627.46
920,209,2025-03-19,994.55
921,361,2025-04-11,777.86
922,31,2025-08-07,764.91
923,278,2025-06-30,735.32
924,209,2025-12-30,724.72
925,344,2025-11-29,353.38
926,30,2025-10-24,277.11
927,73,2026-02-03,250.17
928,288,2025-07-16,301.46
929,447,2025-09-15,433.08
930,25,2026-01-15,438.57
