order_item_id,order_id,product_id,quantity,price
171,1491,1,1,436.57
172,356,13,2,42.38
173,222,6,3,191.49
174,1125,40,1,289.87
175,472,16,3,444.19
176,1125,13,3,287.18
177,1943,38,3,393.8
178,70,14,3,182.39
179,884,33,5,30.64
180,43,29,3,404.49
181,1609,30,2,331.85
182,1655,26,4,130.53
183,1852,16,5,54.0
184,905,6,2,221.88
185,615,40,4,174.73
186,1805,3,1,256.04
187,468,43,4,372.13
188,1122,16,3,38.45
189,28,20,4,408.92
190,159,19,3,281.88
191,462,47,5,251.6
192,1115,44,3,45.76
193,668,11,3,35.04
194,263,12,5,360.99
195,1583,3,3,77.27
196,824,35,2,276.89
197,767,47,4,117.59
198,1046,44,2,198.44
199,1573,17,4,297.3
200,1698,26,1,267.14
201,56,2,1,65.05
202,90,16,3,52.37
203,1081,16,1,395.48
204,702,1,1,13.97
205,1173,18,1,283.84
206,1106,42,5,31.06
207,1884,26,2,351.09
208,1726,41,5,320.27
209,972,3,5,400.85
210,975,6,3,452.68
211,834,18,1,243.36
212,1970,44,1,276.06
213,388,13,4,201.44
214,985,42,2,86.09
215,1957,1,4,398.61
216,1498,2,3,157.03
217,464,46,3,16.86
218,1249,24,5,256.2
219,143,44,1,418.09
220,1481,24,5,378.57
221,1716,28,2,473.33
222,369,47,2,78.3
223,954,9,2,122.49
224,224,4,5,313.96
225,1369,22,1,305.54
226,565,40,4,399.07
227,1066,37,2,467.05
228,270,10,5,206.8
229,835,29,4,433.01
230,1135,46,5,117.9
231,938,32,4,23.28
232,656,18,2,181.91
233,956,18,1,163.39
234,1409,29,2,298.78
235,1614,44,3,325.58
236,35,33,4,358.66
237,864,25,2,130.95
238,1205,9,3,267.95
239,1283,7,4,54.98
240,1242,7,5,459.98
241,1671,16,4,56.93
242,125,14,4,487.85
243,1942,17,2,433.03
244,589,50,1,277.43
245,340,11,2,471.59
246,1232,19,3,288.11
247,1085,43,2,94.85
248,949,24,2,315.84
249,1704,21,2,302.76
250,97,8,4,89.12
251,248,26,2,394.08
252,735,32,3,483.89
253,1249,1,5,194.1
254,758,13,1,34.98
255,1744,18,5,45.33
256,1669,19,2,282.84
257,392,29,1,382.83
258,507,24,3,497.2
259,1859,15,4,130.36
260,806,49,5,131.59
261,1561,15,2,402.74
262,1740,15,4,53.76
263,1077,14,3,484.02
264,1031,50,2,434.84
265,1754,2,2,158.58
266,1944,31,3,62.32
267,735,48,1,40.45
268,1107,17,5,412.97
269,830,33,2,410.31
270,781,1,2,323.81
271,1216,20,3,303.05
272,676,28,4,383.64
273,1540,39,5,144.08
274,1587,1,3,377.15
275,427,6,2,463.31
276,1834,41,5,29.48
277,734,48,2,367.66
278,1390,42,3,255.19
279,911,6,4,466.07
280,707,39,3,340.85
281,682,25,1,455.82
282,1295,5,2,266.53
283,992,36,2,429.91
284,960,23,1,282.49
285,144,12,4,352.73
286,897,39,4,213.84
287,334,38,1,53.74
288,97,9,3,341.47
289,337,44,1,90.44
290,1387,29,2,229.91
291,304,19,3,296.06
292,1908,43,5,35.19
293,284,26,2,382.01
294,397,36,5,31.68
295,816,46,3,43.45
296,1540,3,5,375.57
297,179,10,4,92.33
298,1900,7,5,187.17
299,1066,10,1,425.23
300,1106,16,2,117.35
301,1940,20,2,100.19
302,471,37,3,484.17
303,1830,38,4,71.82
304,1853,39,5,22.8
305,623,45,1,89.85
306,948,49,5,123.65
307,1268,33,5,427.49
308,1431,35,2,70.62
309,300,20,5,350.59
310,840,24,3,400.92
311,1223,8,5,322.28
312,1622,14,5,79.21
313,855,33,4,21.04
314,1462,27,5,262.84
315,1920,30,3,345.46
316,891,32,4,284.52
317,1666,25,3,58.11
318,1212,41,1,499.03
319,925,27,2,244.65
320,735,47,1,241.47
321,554,9,1,101.85
322,608,35,1,466.09
323,1462,43,5,300.83
324,1530,41,1,197.64
325,752,30,4,478.91
326,133,49,2,373.08
327,1916,16,5,374.13
328,1053,44,2,436.41
329,1277,31,5,100.39
330,569,11,3,417.48
331,205,10,1,389.16
332,645,3,2,490.01
333,379,15,4,117.7
334,552,20,3,419.58
335,1540,11,4,164.7
336,1513,18,2,344.25
337,1951,43,4,89.56
338,901,1,3,463.04
339,1477,37,1,458.7
340,1800,41,2,142.38
341,1674,23,4,479.69
342,1204,6,2,427.8
343,1400,49,5,248.84
344,156,14,1,349.3
345,131,38,4,479.29
346,601,35,2,49.64
347,1722,42,4,255.97
348,672,30,4,28.06
349,162,24,5,490.73
350,1258,20,5,305.68
351,405,24,5,436.66
352,739,28,5,137.83
353,1112,30,1,125.99
354,189,46,3,296.99
355,366,32,1,378.34
356,1230,9,3,439.17
357,1160,3,4,450.82
358,1773,39,2,469.35
359,1974,14,4,256.2
360,390,39,1,432.52
361,884,28,4,401.32
362,1371,19,2,428.7
363,1490,47,4,493.13
364,593,29,1,40.46
365,1491,3,3,192.54
366,1831,44,1,216.65
367,228,17,2,72.98
368,1137,14,3,97.71
369,1075,11,1,379.69
370,1615,5,4,207.81
371,1669,29,5,416.21
372,207,35,5,222.37
373,404,40,5,164.34
374,68,16,3,451.76
375,975,15,5,30.65
376,535,18,2,279.53
377,1402,37,3,464.54
378,1372,25,2,281.17
379,400,25,4,94.34
380,1965,2,5,191.04
381,905,38,4,271.31
382,452,28,1,53.64
383,385,24,5,85.14
384,38,13,2,310.21
385,1439,25,3,405.16
386,1083,41,4,405.75
387,208,41,1,171.49
388,1006,30,1,235.9
389,738,25,3,150.39
390,1060,44,1,424.81
391,1141,28,2,315.78
392,588,17,1,178.77
393,1941,12,4,419.69
394,1737,6,1,453.32
395,1743,17,3,329.08
396,659,40,1,255.44
397,87,29,3,398.0
398,1183,19,2,48.39
399,1430,9,2,248.4
400,452,11,2,427.12
401,343,8,3,278.61
402,976,31,1,435.47
403,1666,14,5,108.6
404,1892,6,5,129.72
405,1486,23,3,298.49
406,1190,46,4,191.55
407,286,42,3,369.55
408,316,46,3,154.64
409,608,15,2,181.32
410,1521,47,4,421.84
411,179,25,3,476.23
412,366,26,5,101.11
413,900,11,3,230.53
414,1812,29,4,181.74
415,594,23,5,50.42
416,510,31,5,66.75
417,1754,18,1,163.07
418,686,24,1,176.96
419,894,50,4,78.73
420,1573,17,5,288.14
421,1532,17,3,93.72
422,784,42,2,260.65
423,1269,30,2,112.14
424,637,31,4,306.09
425,465,16,1,290.86
426,1271,12,2,278.03
427,1392,46,5,125.89
428,1379,3,1,388.86
429,1030,15,1,282.05
430,1018,50,1,158.67
431,964,45,2,97.39
432,1694,49,3,280.27
433,840,5,1,223.62
434,1364,27,1,194.76
435,272,47,5,445.21
436,1646,41,5,195.98
437,417,15,4,347.16
438,1491,2,1,362.35
439,1607,26,2,281.34
440,1149,42,5,308.34
441,459,6,2,204.43
442,1991,40,3,234.41
443,1791,28,5,24.72
444,1211,42,2,323.65
445,1257,4,4,242.51
446,321,33,4,206.09
447,1216,39,4,362.33
448,1726,5,1,406.35
449,491,48,5,95.01
450,859,27,5,133.68
451,1458,42,1,398.42
452,1000,14,2,249.78
453,727,48,5,437.19
454,1715,35,2,143.29
455,372,28,3,105.05
456,1669,46,5,77.49
457,612,9,5,282.27
458,1510,21,1,240.39
459,485,15,3,206.8
460,331,23,5,399.08
461,915,23,5,348.85
462,1324,36,3,350.22
463,398,38,5,280.37
464,1987,41,3,462.59
465,1962,4,4,53.45
466,144,47,3,211.64
467,166,21,4,269.58
468,1146,2,2,404.08
469,578,35,4,54.36
470,1377,19,2,63.1
471,192,11,3,406.6
472,1318,49,1,122.54
473,815,14,2,400.47
474,717,5,4,364.47
475,764,39,1,193.4
476,124,1,4,254.81
477,16,8,5,103.56
478,1760,24,4,61.92
479,878,28,4,300.74
480,1013,32,1,282.08
481,635,41,4,236.19
482,400,31,2,493.43
483,1244,40,4,486.11
484,575,15,1,410.27
485,1706,26,5,499.88
486,1907,41,1,443.19
487,611,4,4,154.35
488,1127,22,2,110.71
489,608,20,3,185.91
490,1042,27,4,139.74
491,1231,7,5,123.8
492,259,2,4,238.53
493,146,27,1,18.37
494,317,33,2,297.72
495,1822,36,2,199.58
496,559,2,3,207.61
497,492,14,2,492.61
498,1641,17,1,148.41
499,1081,30,1,186.41
500,771,10,4,246.74
501,1902,5,5,74.32
502,628,28,2,481.94
503,762,4,5,45.41
504,26,9,4,153.08
505,272,36,2,65.68
506,1692,21,1,176.86
507,33,5,2,271.05
508,397,16,4,137.9
509,121,37,3,453.12
510,393,39,5,275.77
511,1303,10,5,267.25
512,1342,41,2,457.98
513,1401,30,1,315.12
514,606,16,3,367.81
515,817,33,4,269.54
516,1023,13,5,344.93
517,1743,18,5,258.42
518,1338,6,2,349.85
519,888,34,1,71.87
520,274,28,4,218.89
521,501,46,5,463.6
522,1963,13,2,372.13
523,1390,17,4,407.57
524,961,37,3,385.46
525,1237,47,3,385.05
526,1882,14,2,281.26
527,1159,41,2,333.65
528,1074,43,5,320.16
529,285,28,2,397.41
530,857,10,2,417.7
531,197,30,4,398.29
532,337,1,5,430.94
533,767,8,3,311.15
534,720,8,2,176.82
535,1395,47,3,267.82
536,1302,34,3,219.31
537,1337,28,5,427.81
538,1479,50,1,325.06
539,1357,11,5,95.07
540,81,23,4,204.1
541,1075,7,5,43.77
542,362,8,2,499.5
543,356,18,1,373.44
544,1500,31,3,440.61
545,573,18,3,464.46
546,1469,34,1,420.51
547,809,1,2,419.04
548,1092,25,4,346.62
549,579,21,2,317.12
550,1041,12,1,21.95
551,1802,39,2,219.02
552,732,20,1,379.44
553,361,46,4,297.02
554,676,8,2,261.77
555,1901,22,2,387.54
556,1003,18,4,415.33
557,1590,39,5,221.2
558,969,38,5,85.92
559,272,33,4,467.16
560,1748,14,2,244.21
561,1644,29,1,197.06
562,893,7,1,149.6
563,317,21,1,498.05
564,227,4,1,268.21
565,1921,28,4,172.35
566,907,2,3,379.61
567,736,37,4,401.53
568,852,9,2,409.39
569,103,5,1,325.27
570,387,11,2,321.06
571,927,41,5,29.48
572,99,19,5,318.75
573,752,43,1,438.98
574,448,14,2,412.62
575,992,7,3,134.78
576,552,13,5,163.58
577,1217,30,5,44.58
578,1208,34,1,114.18
579,1719,4,3,371.62
580,1879,50,3,349.87
581,816,39,1,467.56
582,780,6,2,333.73
583,973,45,5,28.66
584,317,50,2,424.34
585,425,14,2,14.38
586,1865,29,4,327.79
587,1002,35,1,128.66
588,498,6,2,180.54
589,1324,19,2,396.89
590,1273,22,1,381.9
591,618,23,2,376.16
592,1510,10,5,444.53
593,1318,33,1,102.37
594,971,31,4,24.49
595,1140,9,5,435.51
596,621,14,2,107.76
597,1889,6,4,234.26
598,1643,36,2,139.63
599,1917,17,4,167.62
600,1847,15,2,82.99
601,1371,25,3,384.3
602,1241,18,1,45.67
603,1162,20,4,57.12
604,952,32,2,218.11
605,1778,45,1,409.64
606,1735,37,3,379.77
607,1463,47,1,385.5
608,677,31,5,357.14
609,503,10,2,327.74
610,1986,28,1,429.5
611,268,34,1,202.5
612,1467,38,5,51.37
613,990,42,3,479.56
614,1760,25,1,111.2
615,870,41,5,26.69
616,778,9,3,395.32
617,911,14,3,356.89
618,783,11,2,473.23
619,669,22,3,432.07
620,1807,38,2,373.25
621,738,44,2,307.37
622,1416,8,3,478.74
623,828,46,3,91.4
624,804,50,1,19.44
625,1093,41,2,232.69
626,1356,42,5,20.22
627,264,10,1,417.45
628,1672,31,4,58.4
629,826,5,3,268.48
630,1091,8,1,36.63
631,364,49,4,327.28
632,1235,15,1,75.51
633,984,21,1,426.26
634,1901,21,5,43.01
635,808,5,3,220.16
636,993,10,1,13.77
637,162,1,4,338.14
638,1836,4,4,139.68
639,1531,50,4,30.29
640,199,42,1,190.84
641,22,18,2,461.33
642,196,8,5,262.51
643,1215,28,3,170.73
644,1304,50,4,341.38
645,1771,5,3,354.14
646,59,21,4,24.91
647,58,30,4,13.3
648,8,50,1,337.51
649,609,29,5,74.22
650,13,37,3,216.88
651,1251,37,3,286.32
652,1521,5,3,242.31
653,1078,28,3,473.36
654,1293,20,1,262.64
655,363,25,2,175.19
656,355,10,1,374.65
657,780,22,5,25.85
658,1809,26,1,410.66
659,1474,8,4,223.43
660,830,35,1,112.69
661,1994,34,2,262.57
662,316,7,2,243.35
663,1085,25,1,316.04
664,737,24,3,446.75
665,843,13,2,434.49
666,208,18,3,20.14
667,392,30,2,18.01
668,354,44,2,229.42
669,468,30,2,49.38
670,503,19,1,275.57
671,707,35,4,430.68
672,1113,2,5,56.32
673,571,27,2,151.06
674,1028,38,1,476.91
675,917,11,3,83.79
676,1221,29,5,252.34
677,1781,27,4,244.83
678,470,45,4,441.45
679,1185,9,2,163.04
680,906,23,2,324.22
681,1859,25,2,483.21
682,1899,23,2,208.54
683,1847,18,3,13.69
684,1967,44,2,215.23
685,483,41,2,230.24
686,513,33,4,281.37
687,165,38,4,377.26
688,1427,12,1,360.24
689,441,39,3,72.24
690,741,46,4,154.46
691,1987,37,3,413.39
692,1946,6,3,282.63
693,1858,46,5,320.02
694,1641,31,4,149.87
695,307,8,2,66.7
696,1706,12,2,425.66
697,1109,14,5,395.11
698,1837,22,4,18.86
699,879,7,1,108.76
700,689,3,1,283.2
701,700,31,5,95.3
702,790,1,4,312.35
703,516,19,3,327.7
704,1023,20,2,389.75
705,1799,35,1,111.59
706,1092,43,1,188.1
707,45,39,5,353.46
708,1739,44,3,473.38
709,645,18,1,119.98
710,110,2,4,104.88
711,118,49,5,419.89
712,740,11,5,152.39
713,1243,32,4,405.05
714,1714,45,4,33.58
715,1846,22,3,36.55
716,712,30,1,282.76
717,117,31,5,10.38
718,1415,31,3,445.22
719,790,35,5,497.7
720,806,34,5,186.44
721,222,37,1,396.37
722,1798,44,3,326.62
723,1514,38,4,297.41
724,1484,17,2,170.98
725,1044,29,4,122.9
726,578,48,1,372.68
727,1672,29,3,188.4
728,706,45,3,373.67
729,1790,2,5,160.72
730,1690,24,1,12.6
731,251,17,2,347.97
732,850,47,3,349.23
733,857,12,5,341.53
734,213,18,1,431.27
735,1444,1,1,446.97
736,86,34,2,189.53
737,1777,4,5,193.35
738,1110,7,3,255.66
739,1545,9,4,44.88
740,853,26,1,492.98
741,833,33,1,335.84
742,1970,32,1,261.93
743,1868,21,4,13.51
744,1127,40,3,115.65
745,680,9,5,213.96
746,1607,40,1,103.29
747,1173,3,1,29.51
748,1314,45,1,259.34
749,400,30,2,135.51
750,1004,28,1,394.08
751,1322,30,3,418.06
752,1108,39,1,238.51
753,1107,41,3,287.59
754,1422,14,1,270.22
755,1226,29,2,266.97
756,1864,1,1,442.0
757,82,10,4,342.27
758,1542,1,3,337.2
759,1217,22,3,12.02
760,890,11,1,457.98
761,637,26,4,163.66
762,1722,6,5,232.25
763,1127,28,1,35.2
764,1909,2,1,56.36
765,1126,7,2,483.51
766,1576,39,5,322.6
767,1043,36,2,54.09
768,1341,5,1,297.0
769,1094,15,4,493.28
770,1943,6,1,249.74
771,64,20,2,75.19
772,857,16,4,227.7
773,10,7,4,212.81
774,555,41,4,126.69
775,48,38,1,491.9
776,1323,29,1,216.35
777,827,8,3,118.31
778,779,39,2,245.67
779,929,42,1,455.48
780,1949,1,3,345.33
781,1743,15,2,15.11
782,381,9,2,347.95
783,790,42,5,467.54
784,531,3,1,149.05
785,1834,7,1,189.0
786,1766,16,3,130.63
787,1231,25,3,433.68
788,725,10,2,109.78
789,362,36,4,37.93
790,16,8,1,366.54
791,1491,2,2,248.85
792,553,3,4,406.42
793,843,38,2,303.52
794,1205,44,1,225.54
795,470,45,5,173.27
796,421,32,4,73.31
797,1494,18,5,161.35
798,1431,25,5,356.3
799,838,38,2,91.51
800,328,22,5,452.91
801,144,29,4,321.96
802,815,12,4,372.27
803,278,39,5,368.27
804,1484,11,1,456.25
805,1079,37,4,329.14
806,490,7,5,257.47
807,234,1,1,86.06
808,1254,7,3,433.55
809,217,37,2,69.1
810,1678,47,2,348.04
811,1759,19,2,413.03
812,863,8,5,57.93
813,1446,19,2,409.22
814,654,5,3,156.2
815,798,12,1,73.22
816,1933,47,3,443.63
817,1977,9,4,161.69
818,1625,5,3,77.5
819,258,14,5,236.91
820,736,8,5,270.69
821,429,39,5,406.99
822,927,3,4,228.72
823,264,49,5,318.7
824,841,16,1,335.67
825,955,13,1,144.45
826,202,39,3,449.52
827,1359,10,3,97.04
828,741,39,4,306.61
829,668,43,5,269.48
830,616,28,4,185.39
831,1651,44,1,125.74
832,378,28,4,18.83
833,251,17,2,59.02
834,1367,15,4,404.19
835,1266,2,5,300.09
836,1300,40,1,157.82
837,551,9,1,437.41
838,546,35,2,269.7
839,1967,10,1,40.9
840,1099,10,4,286.89
841,948,28,2,119.06
842,1788,3,5,29.27
843,346,40,2,332.03
844,1381,39,3,108.6
845,794,49,5,312.67
846,693,10,2,333.16
847,465,18,3,235.02
848,1752,47,4,351.05
849,1064,25,2,438.92
850,1720,10,3,397.93
851,1232,9,3,277.62
852,1362,13,2,207.9
853,60,36,5,181.94
854,55,16,5,236.37
855,486,18,5,356.87
856,907,12,1,335.23
857,643,42,5,423.41
858,572,47,5,107.26
859,548,47,1,459.78
860,250,35,3,386.05
861,1099,8,1,208.41
862,1080,15,5,459.72
863,1529,32,2,284.18
864,1602,12,1,403.99
865,1638,20,2,365.71
866,1059,12,1,169.43
867,1159,34,5,37.28
868,190,37,3,352.79
869,1954,6,5,358.66
870,641,20,5,57.13
871,278,27,5,423.67
872,447,35,2,63.66
873,1510,44,5,467.45
874,367,2,5,289.75
875,301,26,4,55.84
876,513,15,4,408.37
877,1291,21,4,487.37
878,598,16,1,162.16
879,958,27,3,105.1
880,1311,24,4,291.13
881,766,18,4,80.41
882,471,42,3,258.19
883,1109,35,5,76.6
884,1216,8,2,103.93
885,1349,8,5,352.1
886,1326,39,5,273.95
887,257,18,3,316.04
888,847,49,4,294.6
889,363,16,5,16.71
890,651,10,3,12.06
891,120,33,3,57.82
892,874,48,2,269.4
893,1346,29,2,310.58
894,540,17,5,104.6
895,269,25,5,78.35
896,202,10,5,94.53
897,1453,18,1,380.8
898,613,40,3,439.07
899,1048,46,5,159.55
900,1691,19,5,393.47
901,675,6,2,461.78
902,1829,16,4,215.71
903,1456,33,4,125.45
904,507,14,1,219.29
905,1264,22,3,477.22
906,564,45,1,159.43
907,1248,20,2,442.62
908,437,28,1,497.47
909,1586,39,1,80.34
910,32,5,3,254.18
911,1489,44,1,376.23
912,1168,41,1,457.38
913,1906,9,5,402.6
914,1005,32,5,68.98
915,1125,39,1,85.11
916,1362,44,3,128.06
917,1460,21,5,311.01
918,1721,39,5,445.97
919,377,32,2,444.56
920,1516,16,3,198.38
921,95,35,2,327.39
922,1017,16,4,270.33
923,215,41,5,76.92
924,404,42,3,86.23
925,833,49,1,296.23
926,145,2,5,215.88
927,1371,32,2,20.72
928,1610,31,3,82.73
929,558,6,4,129.56
930,1775,34,3,181.29
931,502,9,1,151.46
932,1207,31,5,433.63
933,1038,1,4,157.64
934,233,23,4,189.49
935,965,8,4,124.41
936,155,22,1,453.53
937,35,10,5,180.76
938,1050,6,4,219.59
939,1151,24,1,100.74
940,927,46,3,333.44
941,593,28,5,480.21
942,1113,11,3,113.91
943,193,5,4,167.72
944,1277,26,2,34.94
945,1644,6,2,190.35
946,1511,28,3,56.12
947,1793,11,5,72.99
948,1502,33,2,213.51
949,1898,20,3,48.0
950,678,38,5,316.92
951,486,18,4,330.57
952,2000,21,5,497.17
953,4,6,4,13.5
954,407,25,5,279.47
955,446,21,3,138.71
956,998,6,2,495.82
957,624,12,4,159.87
958,924,34,2,57.7
959,976,44,5,98.4
960,1380,33,5,423.78
961,404,11,1,168.47
962,24,36,1,147.33
963,1316,41,1,435.96
964,1804,5,3,217.5
965,1586,27,4,66.98
966,545,29,1,265.1
967,1394,5,4,188.76
968,1784,12,1,206.17
969,1987,34,4,397.35
970,602,39,4,382.07
971,903,35,3,210.97
972,485,47,2,285.17
973,1293,13,1,344.27
974,1563,9,3,212.12
975,843,43,1,378.01
976,1036,5,3,430.2
977,98,20,5,81.74
978,1522,10,3,248.57
979,1070,42,2,23.02
980,559,36,1,392.2
981,973,50,2,140.15
982,1820,1,2,456.24
983,1720,6,1,245.51
984,1971,9,5,427.68
985,993,26,3,461.38
986,1363,6,3,47.57
987,1958,44,2,166.25
988,1973,30,4,380.15
989,797,22,1,441.81
990,1797,36,5,204.36
991,1920,40,3,382.55
992,1050,38,3,170.85
993,699,35,1,313.35
994,525,20,4,14.1
995,658,6,4,159.59
996,915,23,4,42.0
997,925,3,2,372.42
998,1012,10,4,472.21
999,414,14,5,375.02
1000,526,50,4,161.93
1001,230,14,3,402.15
1002,1445,41,1,172.78
1003,377,47,3,415.08
1004,1750,41,4,116.21
1005,1423,45,1,202.76
1006,1220,17,5,221.41
1007,1679,32,3,405.64
1008,1712,1,4,487.81
1009,542,7,3,149.3
1010,1308,27,5,328.69
1011,742,2,3,108.67
1012,1482,17,4,15.72
1013,599,32,5,472.72
1014,309,44,2,445.81
1015,1102,39,3,150.09
1016,1587,2,3,137.47
1017,1227,47,4,150.17
1018,1622,7,4,216.7
1019,1018,1,2,265.07
1020,1260,44,2,383.87
1021,48,40,2,282.09
1022,1568,48,4,93.55
1023,895,39,3,273.72
1024,528,16,1,28.88
1025,1571,35,3,419.64
1026,518,34,1,209.44
1027,1931,4,4,145.52
1028,1158,39,2,271.28
1029,155,42,5,298.41
1030,255,39,1,386.5
1031,1055,15,4,124.33
1032,1056,11,2,14.11
1033,436,36,2,201.53
1034,1732,27,3,316.28
1035,1558,16,3,146.98
1036,545,26,1,320.15
1037,1370,40,5,287.73
1038,1927,3,1,237.12
1039,1134,45,5,208.48
1040,697,11,3,199.38
1041,1085,31,5,337.6
1042,1783,3,3,471.28
1043,1910,49,2,112.18
1044,1144,44,1,441.23
1045,744,8,3,467.14
1046,1441,39,3,85.66
1047,444,37,2,392.31
1048,1668,36,5,47.72
1049,1257,42,3,357.17
1050,818,33,4,125.53
1051,694,25,5,152.61
1052,1853,27,3,247.16
1053,513,40,2,319.66
1054,1129,20,4,76.9
1055,1920,15,2,157.59
1056,1500,19,4,281.88
1057,1587,46,1,370.74
1058,570,27,3,263.91
1059,1540,29,5,375.42
1060,1866,3,5,456.35
1061,978,47,5,303.32
1062,1270,31,2,476.3
1063,1551,42,5,283.11
1064,297,48,4,62.86
1065,1261,32,4,427.59
1066,1948,19,3,328.65
1067,395,12,5,478.0
1068,25,27,1,470.24
1069,1994,31,3,132.13
1070,1214,4,3,393.44
1071,1654,23,3,463.0
1072,532,11,3,214.47
1073,1865,44,2,309.22
1074,421,32,3,460.82
1075,1721,28,5,82.23
1076,1700,37,2,222.46
1077,1871,24,2,450.7
1078,288,33,4,222.15
1079,1641,41,1,319.74
1080,350,9,4,45.21
1081,1658,30,5,174.26
1082,1838,33,2,463.98
1083,1683,14,4,83.24
1084,773,9,5,69.28
1085,1837,18,4,405.89
1086,1749,14,1,201.57
1087,28,25,2,113.98
1088,1118,2,4,465.88
1089,124,35,4,187.72
1090,498,43,3,418.45
1091,857,6,1,387.02
1092,101,15,2,438.73
1093,1863,33,4,77.78
1094,545,17,4,33.71
1095,108,48,1,438.4
1096,1528,10,3,147.41
1097,67,30,3,306.23
1098,1684,38,5,37.9
1099,410,7,3,425.47
1100,980,3,2,461.04
1101,749,44,3,312.95
1102,681,8,2,443.57
1103,1875,48,4,474.39
1104,289,24,5,71.48
1105,869,48,1,383.81
1106,761,18,3,457.12
1107,736,47,4,437.6
